index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
803	c14	..\reincarnated/misc/scroll/scroll_tier1						
804	c15	..\reincarnated/misc/scroll/scroll_tier1						
805	c16	..\reincarnated/misc/scroll/scroll_tier1						
806	c17	..\reincarnated/misc/scroll/scroll_tier1						
807	c18	..\reincarnated/misc/scroll/scroll_tier1						
808	cms	..\reincarnated/nadin_widelec						
809	tsb	..\reincarnated/misc/scroll/scroll_tier3						
810	tsa	..\reincarnated/misc/scroll/scroll_tier2						
811	tss	..\reincarnated/misc/scroll/scroll_tier1						
812	m00	charm/charm_small						
813	m01	gem/flawless_ruby						
814	je1	gem/perfect_diamond						
815	the_gnasher					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
816	deathspade					axe/deathspade	axe/deathspade	axe/deathspade
817	bladebone					axe/double_axe	axe/double_axe	axe/double_axe
818	mindrend					axe/mindrend	axe/mindrend	axe/mindrend
819	rakescar					axe/war_axe	axe/war_axe	axe/war_axe
820	fechmars_axe					axe/large_axe	axe/large_axe	axe/large_axe
821	goreshovel					axe/broad_axe	axe/broad_axe	axe/broad_axe
822	the_chieftan					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
823	brainhew					axe/brainhew	axe/brainhew	axe/brainhew
824	the_humongous					axe/giant_axe	axe/the_minataur	axe/giant_axe
825	iros_torch					wand/iros_torch	wand/iros_torch	wand/iros_torch
826	maelstromwrath					wand/yew_wand	wand/yew_wand	wand/yew_wand
827	gravenspine					wand/gravenspine	wand/gravenspine	wand/gravenspine
828	umes_lament					wand/grim_wand	wand/blackhand_key	wand/grim_wand
829	felloak					club/felloak	club/felloak	club/felloak
830	knell_striker					scepter/scepter	scepter/scepter	scepter/scepter
831	rusthandle					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
832	stormeye					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
833	stoutnail					club/stoutnail	club/stoutnail	club/stoutnail
834	crushflange					mace/mace	mace/mace	mace/mace
835	bloodrise					mace/bloodrise	mace/bloodrise	mace/bloodrise
836	the_generals_tan_do_li_ga					mace/flail	mace/flail	mace/flail
837	ironstone					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
838	bonesob					hammer/bonesob	hammer/bonesob	hammer/bonesob
839	steeldriver					hammer/great_maul	hammer/great_maul	hammer/great_maul
840	rixots_keen					sword/short_sword	sword/short_sword	sword/short_sword
841	blood_crescent					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
842	krintizs_skewer					sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer
843	gleamscythe					sword/gleamscythe	sword/gleamscythe	sword/gleamscythe
844	griswolds_edge					sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge
845	hellplague					sword/hellplague	sword/hellplague	sword/hellplague
846	culwens_point					sword/war_sword	sword/war_sword	sword/war_sword
847	shadowfang					sword/shadowfang	sword/shadowfang	sword/shadowfang
848	soulflay					sword/claymore	sword/claymore	sword/claymore
849	kinemils_awl					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
850	blacktongue					sword/blacktongue	sword/blacktongue	sword/blacktongue
851	ripsaw					sword/flamberge	sword/todesfaelle_flamme	sword/flamberge
852	the_patriarch					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
853	gull					knife/dagger	knife/dagger	knife/dagger
854	the_diggler					knife/dirk	knife/dirk	knife/dirk
855	the_jade_tan_do					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
856	irices_shard					knife/blade	knife/stormspike	knife/blade
857	the_dragon_chang					spear/spear	spear/spear	spear/spear
858	razortine					spear/razortine	spear/razortine	spear/razortine
859	bloodthief					spear/brandistock	spear/soulfeast_tine	spear/brandistock
860	lance_of_yaggai					spear/spetum	spear/spetum	spear/spetum
861	the_tannr_gorerod					spear/pike	spear/pike	spear/pike
862	dimoaks_hew					polearm/bardiche	polearm/bardiche	polearm/bardiche
863	steelgoad					polearm/voulge	polearm/voulge	polearm/voulge
864	soul_harvest					polearm/soul_harvest	polearm/soul_harvest	polearm/soul_harvest
865	the_battlebranch					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
866	woestave					polearm/halberd	polearm/halberd	polearm/halberd
867	the_grim_reaper					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
868	bane_ash					staff/short_staff	staff/short_staff	staff/short_staff
869	serpent_lord					staff/long_staff	staff/long_staff	staff/long_staff
870	lazarus_spire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
871	the_salamander					staff/battle_staff	staff/battle_staff	staff/battle_staff
872	the_iron_jang_bong					staff/war_staff	staff/skullcollector	staff/war_staff
873	pluckeye					bow/short_bow	bow/short_bow	bow/short_bow
874	witherstring					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
875	rimeraven					bow/long_bow	bow/kuko_shakaku	bow/long_bow
876	piercerib					bow/piercerib	bow/piercerib	bow/piercerib
877	pullspite					bow/pullspite	bow/pullspite	bow/pullspite
878	wizendraw					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
879	hellclap					bow/hellclap	bow/hellclap	bow/hellclap
880	blastbark					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
881	leadcrow					bow/leadcrow	bow/leadcrow	bow/leadcrow
882	ichorsting					bow/ichorsting	bow/ichorsting	bow/ichorsting
883	hellcast					bow/hellcast	bow/hellcast	bow/hellcast
884	doomspittle					bow/doomspittle	bow/doomspittle	bow/doomspittle
885	war_bonnet					helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet
886	tarnhelm					helmet/skull_cap	helmet/rockstopper	helmet/skull_cap
887	coif_of_glory					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
888	duskdeep					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
889	wormskull					helmet/wormskull	helmet/wormskull	helmet/wormskull
890	howltusk					helmet/great_helm	helmet/great_helm	helmet/great_helm
891	undead_crown					helmet/crown	helmet/crown_of_thieves	helmet/crown
892	the_face_of_horror					helmet/mask	helmet/mask	helmet/mask
893	greyform					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
894	blinkbats_form					armor/leather_armor	armor/leather_armor	armor/leather_armor
895	the_centurion					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
896	twitchthroe					armor/studded_leather	armor/ironpelt	armor/studded_leather
897	darkglow					armor/ring_mail	armor/ring_mail	armor/ring_mail
898	hawkmail					armor/scale_mail	armor/scale_mail	armor/scale_mail
899	sparking_mail					armor/chain_mail	armor/chain_mail	armor/chain_mail
900	venomsward					armor/breast_plate	armor/breast_plate	armor/breast_plate
901	iceblink					armor/splint_mail	armor/splint_mail	armor/splint_mail
902	boneflesh					armor/plate_mail	armor/plate_mail	armor/plate_mail
903	rockfleece					armor/field_plate	armor/field_plate	armor/field_plate
904	rattlecage					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
905	goldskin					armor/goldskin	armor/goldskin	armor/goldskin
906	victors_silk					armor/victors_silk	armor/victors_silk	armor/victors_silk
907	heavenly_garb					armor/light_plate	armor/light_plate	armor/light_plate
908	pelta_lunata					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
909	umbral_disk					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
910	stormguild					shield/stormguild	shield/stormguild	shield/stormguild
911	wall_of_the_eyeless					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
912	swordback_hold					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
913	steelclash					shield/steelclash	shield/steelclash	shield/steelclash
914	bverrit_keep					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
915	the_ward					shield/the_ward	shield/the_ward	shield/the_ward
916	the_hand_of_broc					glove/gloves_l	glove/gloves_l	glove/gloves_l
917	bloodfist					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
918	chance_guards					glove/bracers_m	glove/bracers_m	glove/bracers_m
919	magefist					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
920	frostburn					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
921	hotspur					boot/leather_boots	boot/leather_boots	boot/leather_boots
922	gorefoot					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
923	treads_of_cthon					boot/chain_boots	boot/chain_boots	boot/chain_boots
924	goblin_toe					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
925	tearhaunch					boot/plate_boots	boot/plate_boots	boot/plate_boots
926	lenyms_cord					belt/sash_l	belt/sash_l	belt/sash_l
927	snakecord					belt/light_belt	belt/light_belt	belt/light_belt
928	nightsmoke					belt/belt_m	belt/belt_m	belt/belt_m
929	goldwrap					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
930	bladebuckle					belt/girdle_h	belt/girdle_h	belt/girdle_h
931	nokozan_relic					amulet/amulet	amulet/amulet	amulet/amulet
932	the_eye_of_etlich					amulet/amulet	amulet/amulet	amulet/amulet
933	the_mahim_oak_curio					amulet/amulet	amulet/amulet	amulet/amulet
934	nagelring					ring/ring	ring/ring	ring/ring
935	manald_heal					ring/ring	ring/ring	ring/ring
936	the_stone_of_jordan					ring/ring	ring/ring	ring/ring
937	amulet_of_the_viper					amulet/viper_amulet	amulet/viper_amulet	amulet/viper_amulet
938	staff_of_kings					staff/staff_of_the_kings	staff/staff_of_the_kings	staff/staff_of_the_kings
939	horadric_staff					staff/horadric_staff	staff/horadric_staff	staff/horadric_staff
940	hell_forge_hammer					hammer/hellforge_hammer	hammer/hellforge_hammer	hammer/hellforge_hammer
941	khalim_flail					mace/khalim_flail	mace/khalim_flail	mace/khalim_flail
942	super_khalim_flail					mace/super_khalim_flail	mace/super_khalim_flail	mace/super_khalim_flail
943	coldkill					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
944	butchers_pupil					axe/deathspade	axe/deathspade	axe/deathspade
945	islestrike					axe/double_axe	axe/double_axe	axe/double_axe
946	pompes_wrath					axe/mindrend	axe/mindrend	axe/mindrend
947	guardian_naga					axe/war_axe	axe/war_axe	axe/war_axe
948	warlords_trust					axe/large_axe	axe/large_axe	axe/large_axe
949	spellsteel					axe/broad_axe	axe/broad_axe	axe/broad_axe
950	stormrider					axe/stormrider	axe/stormrider	axe/stormrider
951	boneslayer_blade					axe/brainhew	axe/brainhew	axe/brainhew
952	the_minataur					axe/the_minataur	axe/the_minataur	axe/the_minataur
953	suicide_branch					wand/wand	wand/wand	wand/wand
954	carin_shard					wand/yew_wand	wand/yew_wand	wand/yew_wand
955	arm_of_king_leoric					wand/gravenspine	wand/gravenspine	wand/gravenspine
956	blackhand_key					wand/blackhand_key	wand/blackhand_key	wand/blackhand_key
957	dark_clan_crusher					club/felloak	club/felloak	club/felloak
958	zakarums_hand					scepter/scepter	scepter/scepter	scepter/scepter
959	the_fetid_sprinkler					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
960	hand_of_blessed_light					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
961	fleshrender					club/stoutnail	club/stoutnail	club/stoutnail
962	sureshrill_frost					mace/mace	mace/mace	mace/mace
963	moonfall					mace/bloodrise	mace/bloodrise	mace/bloodrise
964	baezils_vortex					mace/flail	mace/flail	mace/flail
965	earthshaker					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
966	bloodtree_stump					hammer/maul	hammer/maul	hammer/maul
967	the_gavel_of_pain					hammer/the_gavel_of_pain	hammer/the_gavel_of_pain	hammer/the_gavel_of_pain
968	bloodletter					sword/short_sword	sword/short_sword	sword/short_sword
969	coldsteel_eye					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
970	hexfire					sword/hexfire	sword/hexfire	sword/hexfire
971	blade_of_ali_baba					sword/falchion	sword/falchion	sword/falchion
972	ginthers_rift					sword/ginthers_rift	sword/ginthers_rift	sword/ginthers_rift
973	headstriker					sword/broad_sword	sword/broad_sword	sword/broad_sword
974	plague_bearer					sword/plague_bearer	sword/plague_bearer	sword/plague_bearer
975	the_atlantian					sword/war_sword	sword/war_sword	sword/war_sword
976	crainte_vomir					sword/shadowfang	sword/shadowfang	sword/shadowfang
977	bing_sz_wang					sword/claymore	sword/claymore	sword/claymore
978	the_vile_husk					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
979	cloudcrack					sword/blacktongue	sword/blacktongue	sword/blacktongue
980	todesfaelle_flamme					sword/todesfaelle_flamme	sword/todesfaelle_flamme	sword/todesfaelle_flamme
981	swordguard					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
982	spineripper					knife/dagger	knife/dagger	knife/dagger
983	heart_carver					knife/dirk	knife/dirk	knife/dirk
984	blackbogs_sharp					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
985	stormspike					knife/stormspike	knife/stormspike	knife/stormspike
986	the_impaler					spear/spear	spear/spear	spear/spear
987	kelpie_snare					spear/razortine	spear/razortine	spear/razortine
988	soulfeast_tine					spear/soulfeast_tine	spear/soulfeast_tine	spear/soulfeast_tine
989	hone_sundan					spear/spetum	spear/spetum	spear/spetum
990	spire_of_honor					spear/pike	spear/pike	spear/pike
991	the_meat_scraper					polearm/bardiche	polearm/bardiche	polearm/bardiche
992	blackleach_blade					polearm/voulge	polearm/voulge	polearm/voulge
993	athenas_wrath					polearm/athenas_wrath	polearm/athenas_wrath	polearm/athenas_wrath
994	pierre_tombale_couant					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
995	husoldal_evo					polearm/halberd	polearm/halberd	polearm/halberd
996	grims_burning_dead					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
997	razorswitch					staff/short_staff	staff/short_staff	staff/short_staff
998	ribcracker					staff/long_staff	staff/long_staff	staff/long_staff
999	chromatic_ire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1000	warpspear					staff/battle_staff	staff/battle_staff	staff/battle_staff
1001	skullcollector					staff/skullcollector	staff/skullcollector	staff/skullcollector
1002	skystrike					bow/short_bow	bow/short_bow	bow/short_bow
1003	riphook					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1004	kuko_shakaku					bow/kuko_shakaku	bow/kuko_shakaku	bow/kuko_shakaku
1005	endlesshail					bow/piercerib	bow/piercerib	bow/piercerib
1006	whichwild_string					bow/whichwild_string	bow/whichwild_string	bow/whichwild_string
1007	cliffkiller					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1008	magewrath					bow/hellclap	bow/hellclap	bow/hellclap
1009	godstrike_arch					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1010	langer_briser					bow/langer_briser	bow/langer_briser	bow/langer_briser
1011	pus_spiter					bow/pus_spiter	bow/pus_spiter	bow/pus_spiter
1012	buriza_do_kyanon					bow/hellcast	bow/hellcast	bow/hellcast
1013	demon_machine					bow/doomspittle	bow/doomspittle	bow/doomspittle
1014	peasent_crown					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1015	rockstopper					helmet/rockstopper	helmet/rockstopper	helmet/rockstopper
1016	stealskull					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1017	darksight_helm					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1018	valkiry_wing					helmet/great_helm	helmet/great_helm	helmet/great_helm
1019	crown_of_thieves					helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves
1020	blackhorns_face					helmet/mask	helmet/mask	helmet/mask
1021	vampiregaze					helmet/wormskull	helmet/wormskull	helmet/wormskull
1022	the_spirit_shroud					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1023	skin_of_the_vipermagi					armor/leather_armor	armor/leather_armor	armor/leather_armor
1024	skin_of_the_flayerd_one					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
1025	ironpelt					armor/ironpelt	armor/ironpelt	armor/ironpelt
1026	spiritforge					armor/ring_mail	armor/ring_mail	armor/ring_mail
1027	crow_caw					armor/scale_mail	armor/scale_mail	armor/scale_mail
1028	shaftstop					armor/chain_mail	armor/chain_mail	armor/chain_mail
1029	duriels_shell					armor/breast_plate	armor/breast_plate	armor/breast_plate
1030	skullders_ire					armor/splint_mail	armor/splint_mail	armor/splint_mail
1031	guardian_angel					armor/plate_mail	armor/plate_mail	armor/plate_mail
1032	toothrow					armor/field_plate	armor/field_plate	armor/field_plate
1033	atmas_wail					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
1034	black_hades					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1035	corpsemourn					armor/corpsemourn	armor/corpsemourn	armor/corpsemourn
1036	que_hegans_wisdon					armor/light_plate	armor/light_plate	armor/light_plate
1037	visceratuant					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1038	mosers_blessed_circle					shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle
1039	stormchaser					shield/stormchaser	shield/stormchaser	shield/stormchaser
1040	tiamats_rebuke					shield/steelclash	shield/steelclash	shield/steelclash
1041	kerkes_sanctuary					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1042	radimants_sphere					shield/the_ward	shield/the_ward	shield/the_ward
1043	lidless_wall					shield/lidless_wall	shield/lidless_wall	shield/lidless_wall
1044	lance_guard					shield/lance_guard	shield/lance_guard	shield/lance_guard
1045	venom_grip					glove/gloves_l	glove/gloves_l	glove/gloves_l
1046	gravepalm					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1047	ghoulhide					glove/bracers_m	glove/bracers_m	glove/bracers_m
1048	lavagout					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
1049	hellmouth					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1050	infernostride					boot/leather_boots	boot/leather_boots	boot/leather_boots
1051	waterwalk					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1052	silkweave					boot/chain_boots	boot/chain_boots	boot/chain_boots
1053	wartraveler					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1054	gorerider					boot/plate_boots	boot/plate_boots	boot/plate_boots
1055	string_of_ears					belt/sash_l	belt/sash_l	belt/sash_l
1056	razortail					belt/light_belt	belt/light_belt	belt/light_belt
1057	gloomstrap					belt/belt_m	belt/belt_m	belt/belt_m
1058	snowclash					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1059	thudergods_vigor					belt/girdle_h	belt/girdle_h	belt/girdle_h
1060	harlequin_crest					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1061	veil_of_steel					helmet/great_helm	helmet/great_helm	helmet/great_helm
1062	the_gladiators_bane					armor/studded_leather	armor/ironpelt	armor/studded_leather
1063	arkaines_valor					armor/splint_mail	armor/splint_mail	armor/splint_mail
1064	blackoak_shield					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
1065	stormshield					shield/steelclash	shield/steelclash	shield/steelclash
1066	hellslayer					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
1067	messerschmidts_reaver					axe/brainhew	axe/brainhew	axe/brainhew
1068	baranars_star					mace/bloodrise	mace/bloodrise	mace/bloodrise
1069	schaefers_hammer					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1070	the_cranium_basher					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
1071	lightsabre					sword/lightsabre	sword/lightsabre	sword/lightsabre
1072	doombringer					sword/blacktongue	sword/blacktongue	sword/blacktongue
1073	the_grandfather					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1074	wizardspike					knife/dagger	knife/dagger	knife/dagger
1075	stormspire					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1076	eaglehorn					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1077	windforce					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1078	bul_kathos_wedding_band					ring/ring	ring/ring	ring/ring
1079	the_cats_eye					amulet/amulet	amulet/amulet	amulet/amulet
1080	the_rising_sun					amulet/amulet	amulet/amulet	amulet/amulet
1081	crescent_moon					amulet/amulet	amulet/amulet	amulet/amulet
1082	maras_kaleidoscope					amulet/amulet	amulet/amulet	amulet/amulet
1083	atmas_scarab					amulet/amulet	amulet/amulet	amulet/amulet
1084	dwarf_star					ring/ring	ring/ring	ring/ring
1085	raven_frost					ring/ring	ring/ring	ring/ring
1086	highlords_wrath					amulet/amulet	amulet/amulet	amulet/amulet
1087	saracens_chance					amulet/amulet	amulet/amulet	amulet/amulet
1088	arreats_face					helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard
1089	homunculus					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1090	titans_revenge					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1091	lycanders_aim					bow/reflex_bow	bow/reflex_bow	bow/reflex_bow
1092	lycanders_flank					spear/maiden_pike	spear/maiden_pike	spear/maiden_pike
1093	the_oculus					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1094	herald_of_zakarum					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1095	cutthroat_1					h2h/claws	h2h/claws	h2h/claws
1096	jalals_mane					pelt/spirit_mask	pelt/spirit_mask	pelt/spirit_mask
1097	the_scalper					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1098	bloodmoon					sword/hexfire	sword/hexfire	sword/hexfire
1099	djinnslayer					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1100	deathbit					knife/throwing_knife	knife/throwing_knife	knife/throwing_knife
1101	warshrike					knife/warshrike	knife/warshrike	knife/warshrike
1102	gutsiphon					bow/doomspittle	bow/doomspittle	bow/doomspittle
1103	razoredge					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1104	demonlimb					club/stoutnail	club/stoutnail	club/stoutnail
1105	steelshade					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1106	tomb_reaver					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1107	deathss_web					wand/grim_wand	wand/blackhand_key	wand/grim_wand
1108	natures_peace					ring/ring	ring/ring	ring/ring
1109	azurewrath					sword/crystal_sword	sword/crystal_sword	sword/crystal_sword
1110	seraphs_hymn					amulet/amulet2	amulet/amulet2	amulet/amulet2
1111	fleshripper					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1112	horizons_tornado					mace/flail	mace/flail	mace/flail
1113	stone_crusher					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1114	jadetalon					h2h/katar	h2h/katar	h2h/katar
1115	shadowdancer					boot/plate_boots	boot/plate_boots	boot/plate_boots
1116	cerebus					pelt/wolf_head	pelt/wolf_head	pelt/wolf_head
1117	tyraels_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
1118	souldrain					glove/bracers_m	glove/bracers_m	glove/bracers_m
1119	runemaster					axe/double_axe	axe/double_axe	axe/double_axe
1120	deathcleaver					axe/war_axe	axe/war_axe	axe/war_axe
1121	executioners_justice					axe/giant_axe	axe/the_minataur	axe/giant_axe
1122	stoneraven					spear/maiden_spear	spear/maiden_spear	spear/maiden_spear
1123	leviathan					armor/field_plate	armor/field_plate	armor/field_plate
1124	wisp					ring/ring	ring/ring	ring/ring
1125	gargoyles_bite					javelin/throwing_spear	javelin/throwing_spear	javelin/throwing_spear
1126	lacerator					axe/balanced_axe	axe/balanced_axe	axe/balanced_axe
1127	mang_songs_lesson					staff/skullcollector	staff/skullcollector	staff/skullcollector
1128	viperfork					spear/brandistock	spear/soulfeast_tine	spear/brandistock
1129	ethereal_edge					axe/broad_axe	axe/broad_axe	axe/broad_axe
1130	demonhorns_edge					helmet/horned_helm	helmet/horned_helm	helmet/horned_helm
1131	the_reapers_toll					polearm/scythe	polearm/scythe	polearm/scythe
1132	spiritkeeper					pelt/antlers	pelt/antlers	pelt/antlers
1133	hellrack					bow/hellcast	bow/hellcast	bow/hellcast
1134	alma_negra					shield/rondache	shield/rondache	shield/rondache
1135	darkforge_spawn					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1136	widowmaker					bow/hellclap	bow/hellclap	bow/hellclap
1137	bloodravens_charge					bow/hellclap	bow/hellclap	bow/hellclap
1138	ghostflame					knife/blade	knife/stormspike	knife/blade
1139	shadowkiller					h2h/shadowkiller	h2h/shadowkiller	h2h/shadowkiller
1140	gimmershred					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1141	griffons_eye					circlet/diadem	circlet/tiara	circlet/diadem
1142	windhammer					hammer/maul	hammer/maul	hammer/maul
1143	thunderstroke					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1144	demons_arch					javelin/short_spear	javelin/short_spear	javelin/short_spear
1145	boneflame					voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head
1146	steelpillar					spear/pike	spear/pike	spear/pike
1147	nightwings_veil					helmet/great_helm	helmet/great_helm	helmet/great_helm
1148	crown_of_ages					helmet/crown	helmet/crown_of_thieves	helmet/crown
1149	andariels_visage					helmet/mask	helmet/mask	helmet/mask
1150	dragonscale					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1151	steel_carapice					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1152	medusas_gaze					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1153	ravenlore					pelt/falcon_mask	pelt/falcon_mask	pelt/falcon_mask
1154	boneshade					wand/gravenspine	wand/gravenspine	wand/gravenspine
1155	flamebellow					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1156	fathom					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1157	wolfhowl					helmet/fanged_helm	helmet/fanged_helm	helmet/fanged_helm
1158	spirit_ward					shield/the_ward	shield/the_ward	shield/the_ward
1159	kiras_guardian					circlet/tiara	circlet/tiara	circlet/diadem
1160	ormus_robes					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1161	gheeds_fortune					charm/charm_large	charm/charm_large	charm/charm_large
1162	stormlash					mace/flail	mace/flail	mace/flail
1163	halaberds_reign					helmet/assault_helmet	helmet/assault_helmet	helmet/assault_helmet
1164	spike_thorn					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
1165	draculs_grasp					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1166	frostwind					sword/hellplague	sword/hellplague	sword/hellplague
1167	templars_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
1168	eschutas_temper					orb/sacred_globe	orb/sacred_globe	orb/sacred_globe
1169	firelizards_talons					h2h/claws	h2h/claws	h2h/claws
1170	sandstorm_trek					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1171	marrowwalk					boot/chain_boots	boot/chain_boots	boot/chain_boots
1172	heavens_light					scepter/scepter	scepter/scepter	scepter/scepter
1173	arachnid_mesh					belt/sash_l	belt/sash_l	belt/sash_l
1174	nosferatus_coil					belt/light_belt	belt/light_belt	belt/light_belt
1175	metalgrid					amulet/amulet	amulet/amulet	amulet/amulet
1176	verdugos_hearty_cord					belt/belt_m	belt/belt_m	belt/belt_m
1177	carrion_wind					ring/ring	ring/ring	ring/ring
1178	giantskull					helmet/bone_helm	helmet/bone_helm	helmet/bone_helm
1179	ironward					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1180	annihilus					quest/mephisto_soul_stone	quest/mephisto_soul_stone	quest/mephisto_soul_stone
1181	ariocs_needle					spear/spear	spear/spear	spear/spear
1182	cranebeak					axe/mindrend	axe/mindrend	axe/mindrend
1183	nords_tenderizer					club/felloak	club/felloak	club/felloak
1184	earthshifter					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
